London_Tmax,time,arcticT,nino3.4,NAO,QBO,lat_of_jet,mag_of_jet
13.473078,1979-04-14,254.45512792495575,0.7901385256530193,-1.7133038,10.37858772277832,35.438514709472656,9.49169921875
18.84643,1979-04-15,254.62054359861418,0.8892130091377799,-2.1285534,10.368331909179688,43.85954666137695,8.963974952697754
10.363855,1979-04-16,255.21853895805023,1.20690055544751,-0.6163962,10.486852645874023,49.47355270385742,8.7439603805542
7.3424926,1979-04-17,255.5307313861979,1.212107991996026,0.6084212,10.326061248779297,50.87705993652344,6.864932060241699
8.498529,1979-04-18,255.92152971253134,1.0959395268116348,1.441574,10.459219932556152,50.87705993652344,8.569906234741211
11.145807,1979-04-19,256.5245723261639,0.7440605546260336,2.516975,10.473966598510742,58.5963134765625,14.308475494384766
10.367548,1979-04-20,256.8025884694811,0.2664703421411118,2.4180532,10.39397144317627,59.29806137084961,12.855454444885254
10.906641,1979-04-21,257.11250934810033,0.772017065136475,1.9107348,10.599093437194824,58.5963134765625,10.96397590637207
11.581781,1979-04-22,258.09661244026984,0.9060764736847663,1.7004579,10.898841857910156,50.87705993652344,15.2861967086792
10.941248,1979-04-23,258.85975845595306,0.957140218977056,1.2012913,10.967609405517578,50.1753044128418,12.027417182922363
9.49444,1979-04-24,258.9201506165292,1.0077274231004185,0.88109845,11.040690422058105,38.94728088378906,7.218671798706055
8.767908,1979-04-25,258.8693722654754,0.9400202973302425,0.10214645,11.253395080566406,46.66654968261719,6.779456615447998
8.787775,1979-04-26,258.3536292226652,0.897771960184871,-0.07469529,11.593978881835938,60.70155334472656,5.328664302825928
9.365412,1979-04-27,258.95314757619883,0.7881671602785185,-0.08492285,12.046101570129395,59.99980545043945,11.613166809082031
9.351496,1979-04-28,259.3716426436608,0.7118958168920199,0.48570448,12.346846580505371,59.29806137084961,16.161836624145508
12.161554,1979-04-29,259.58131714152864,0.7320973239939794,0.039405227,12.588733673095703,58.5963134765625,15.92441177368164
9.624903,1979-04-30,259.77212724650144,0.7704894189755983,-0.94707227,12.294028282165527,57.89455795288086,9.038764953613281
6.564874,1979-05-01,259.9437742664227,0.7849057946569868,-1.1982608,12.336467742919922,60.70155334472656,4.421473503112793
6.6348205,1979-05-02,260.83371143256255,0.7620242192970965,-1.113621,12.090188980102539,43.85954666137695,4.55403470993042
7.672998,1979-05-03,262.07856184337663,0.9360077868424154,-1.0394193,11.908784866333008,44.5612907409668,4.734549045562744
6.955316,1979-05-04,262.4554264312334,0.9597375378564316,-1.325124,11.994452476501465,29.12274742126465,4.059843063354492
7.745996,1979-05-05,262.9880232678219,0.9476226223071657,-1.6860195,11.614446640014648,38.24552917480469,6.060018062591553
9.454187,1979-05-06,263.6237646592088,0.8864651237248063,-1.5864806,11.241323471069336,39.64903259277344,10.480301856994629
10.514673,1979-05-07,264.3791700482179,0.9623693186399956,-1.6706195,10.728290557861328,40.35078048706055,10.831292152404785
12.335901,1979-05-08,264.50020557940775,1.2662503051961234,-1.5574117,10.228949546813965,40.35078048706055,10.986968040466309
12.025232,1979-05-09,264.3773873255295,1.2624860678020173,-1.1894104,10.162530899047852,38.94728088378906,8.416470527648926
10.724054,1979-05-10,264.9283722341933,0.9428472578655452,-0.8592966,10.450554847717285,39.64903259277344,6.273684978485107
15.721979,1979-05-11,265.4624678873311,0.8411163614609466,-1.3182458,10.427993774414062,40.35078048706055,8.02669620513916
18.86706,1979-05-12,266.03895408355584,0.771048461645638,-0.9870715,10.246623992919922,42.45603561401367,6.044382572174072
16.360285,1979-05-13,266.03551273202504,0.8443318423524303,0.19952244,10.029729843139648,53.68406295776367,11.712172508239746
18.065516,1979-05-14,266.04420356034166,0.8090243291498479,0.51143724,9.853358268737793,55.789310455322266,12.596449851989746
19.16891,1979-05-15,266.3042602382663,0.7298497402470211,0.6352433,9.940260887145996,47.36830139160156,12.373541831970215
16.546137,1979-05-16,266.6511996693313,0.8304550401305867,0.29481804,9.786602020263672,46.66654968261719,10.231552124023438
12.257959,1979-05-17,267.01882449795016,0.7696183049950742,-0.30690163,9.774984359741211,50.1753044128418,10.94327163696289
12.438257,1979-05-18,267.3088442933723,0.79771090507595,0.097022116,9.653434753417969,54.385807037353516,10.278883934020996
13.104883,1979-05-19,267.79112578129553,0.5762655293978088,0.924635,9.208251953125,53.68406295776367,13.650506019592285
13.796076,1979-05-20,267.6007507745351,0.8529314644623444,0.332107,8.982019424438477,47.36830139160156,10.991803169250488
12.721125,1979-05-21,267.724748596282,1.0077654405150533,0.26109603,9.003521919250488,47.36830139160156,9.993541717529297
12.51745,1979-05-22,268.03946813194784,1.1556066177853865,0.57211053,8.631314277648926,45.26304626464844,11.270270347595215
13.288385,1979-05-23,268.1499655369356,1.1854376123898631,0.3605779,8.825757026672363,49.47355270385742,12.669957160949707
12.501184,1979-05-24,268.07773435935655,1.0107518126918118,0.05622056,8.6755952835083,45.26304626464844,11.896037101745605
12.172266,1979-05-25,268.48874829010396,0.8529718610401821,-0.2152165,8.077539443969727,45.26304626464844,13.023606300354004
12.077143,1979-05-26,268.5278277087862,0.5086528434389915,-0.21774162,7.783132553100586,44.5612907409668,13.803692817687988
12.465021,1979-05-27,268.6517029141463,0.21772357174980056,-0.9548965,7.569372177124023,41.7542839050293,13.515982627868652
13.670771,1979-05-28,269.4052210987773,0.09694306891747428,-1.5073174,7.215239524841309,41.7542839050293,9.479991912841797
15.928919,1979-05-29,269.59802632672694,0.036141423891346905,-0.51097065,7.1593732833862305,51.57880401611328,7.300691604614258
17.458887,1979-05-30,269.844840577636,0.004926998952801303,0.39696008,7.1631011962890625,43.85954666137695,7.687440872192383
15.7894535,1979-05-31,270.2194809806155,0.5141243427937043,-0.99367213,7.05030632019043,41.05253601074219,7.813182830810547
15.269281,1979-06-01,270.7843043709427,0.7683687755184923,-2.1936305,6.5218963623046875,39.64903259277344,9.52134895324707
14.9257145,1979-06-02,270.9166742190431,0.7624991487523493,-2.0446026,6.183650970458984,35.438514709472656,8.158956527709961
19.155237,1979-06-03,270.9996914838575,0.655982229209598,-1.0542538,5.690831661224365,34.73676681518555,7.505792617797852
20.018183,1979-06-04,271.2828266198971,0.8435397510958322,-0.21116513,5.402575969696045,50.87705993652344,9.355048179626465
16.43542,1979-06-05,271.55799976163047,0.9634683601365033,0.05033636,5.574464797973633,49.47355270385742,7.142306327819824
14.579035,1979-06-06,271.70861843602785,0.9775055954959689,-0.2616043,4.816224098205566,49.47355270385742,5.89412784576416
12.97677,1979-06-07,272.1623701223295,0.9681032471337837,-0.92286986,4.6422624588012695,48.77180480957031,5.4777421951293945
15.064478,1979-06-08,272.61240733423244,1.0380512459913365,-1.3112677,4.14918851852417,66.31553649902344,6.893737316131592
17.636042,1979-06-09,272.991665936609,0.8895100357125872,-1.2597286,4.133776664733887,64.91204833984375,7.704239845275879
14.58935,1979-06-10,273.4059036268482,0.6573658937282644,-1.0069141,3.653724193572998,57.192806243896484,8.244623184204102
14.1566105,1979-06-11,273.4650607990811,0.47259419351836807,-0.03575273,3.243025302886963,58.5963134765625,5.710059642791748
14.9639225,1979-06-12,273.8636225678957,0.5789064569304042,-0.06662598,3.0779175758361816,59.29806137084961,10.066407203674316
14.649927,1979-06-13,273.92350694190003,0.8071636822805334,0.8464675,2.780146598815918,56.49106216430664,11.951709747314453
14.76214,1979-06-14,274.24458528401124,1.0795645775918068,0.96740615,2.14328670501709,56.49106216430664,14.898477554321289
14.160425,1979-06-15,274.51396322086833,1.2760688772795135,1.3458363,1.7543928623199463,59.99980545043945,11.317983627319336
15.753199,1979-06-16,274.85597765485016,1.2504433043001846,0.41780597,1.229454517364502,60.70155334472656,10.470559120178223
16.226068,1979-06-17,274.848941714644,1.1025408771272143,-0.14985582,1.0477509498596191,39.64903259277344,5.966638088226318
19.605005,1979-06-18,274.98494181549626,1.09150415340335,0.28937063,0.3989219665527344,59.29806137084961,7.354422092437744
19.3453,1979-06-19,275.12252176077567,1.1015021076058458,0.07023889,0.10696306824684143,43.85954666137695,7.428524494171143
19.373804,1979-06-20,275.1526897507959,1.1177694175250878,0.888466,-0.6425154805183411,55.789310455322266,8.8629150390625
18.73916,1979-06-21,275.2870864354601,1.2897498972034094,1.5753306,-0.997421145439148,54.385807037353516,18.22511100769043
18.143244,1979-06-22,275.6018210066991,1.2217092911573995,1.3536651,-1.80549955368042,56.49106216430664,15.371939659118652
16.490168,1979-06-23,275.5534586068833,1.1561600040033666,0.7179189,-2.5590319633483887,50.1753044128418,10.877382278442383
15.062281,1979-06-24,275.6847556667013,1.0248022275824624,0.06302729,-2.8237664699554443,50.1753044128418,12.882946014404297
15.478449,1979-06-25,275.9236854307121,0.9351188593582779,0.07864267,-3.00825834274292,48.77180480957031,12.553875923156738
16.037134,1979-06-26,276.0765726415625,0.9859082462669917,0.5438749,-3.5659024715423584,50.87705993652344,11.593746185302734
18.448175,1979-06-27,276.4038231457397,0.8580299181161707,1.4756294,-3.8147284984588623,57.192806243896484,13.746286392211914
18.300379,1979-06-28,276.7370373925725,0.864834306453422,1.6204045,-3.865029811859131,55.789310455322266,15.494852066040039
16.550287,1979-06-29,277.06998871301926,0.8922623398256935,0.15940869,-3.957156181335449,55.789310455322266,13.590197563171387
14.998011,1979-06-30,277.3060697001024,0.9450234953454684,-0.03613025,-4.464134693145752,57.89455795288086,12.091642379760742
15.399317,1979-07-01,277.63064514018254,0.8499958812742583,0.5802443,-4.689857482910156,59.29806137084961,12.046485900878906
17.29336,1979-07-02,277.92571344644637,0.6788460954354063,0.21437052,-4.992914199829102,59.29806137084961,11.27155876159668
19.015284,1979-07-03,277.95353741542044,0.5386646250891012,-0.0754552,-5.547088623046875,58.5963134765625,6.4872612953186035
16.870264,1979-07-04,277.5587530386573,0.512678241211852,-0.011320949,-5.966468811035156,50.87705993652344,7.244454860687256
21.797358,1979-07-05,277.4288217163048,0.3680127722648265,0.14062914,-6.291149139404297,53.68406295776367,10.651981353759766
21.835962,1979-07-06,277.2162358078438,0.07898501005206551,1.082442,-6.334892272949219,52.9823112487793,10.015266418457031
19.115198,1979-07-07,277.1289894962254,0.021340680171988802,0.65519595,-6.453147888183594,50.87705993652344,13.805914878845215
19.712366,1979-07-08,276.9250834147641,-0.2710681402607888,1.2945789,-6.994688987731934,54.385807037353516,15.750804901123047
17.601648,1979-07-09,277.0350803902457,-0.1963539969520404,1.4900599,-7.250819206237793,56.49106216430664,14.950695037841797
16.868586,1979-07-10,277.3010138426296,-0.1782962220312236,1.7957296,-7.433546543121338,52.9823112487793,11.968978881835938
17.039606,1979-07-11,277.5233993347796,-0.007515075243879335,1.5044973,-7.19162654876709,54.385807037353516,11.657724380493164
18.78039,1979-07-12,277.2237414775033,0.07493887139445783,1.6586187,-7.54030179977417,55.08755874633789,11.282432556152344
21.544611,1979-07-13,277.164339995147,-0.05329382831539616,1.6408117,-7.546326160430908,54.385807037353516,9.552303314208984
18.672693,1979-07-14,277.31329331215267,-0.2480655488988865,1.0102342,-7.755849838256836,47.36830139160156,8.123920440673828
17.327143,1979-07-15,277.8824736198583,-0.1875287618197835,0.5900515,-8.108102798461914,55.08755874633789,10.229938507080078
19.699701,1979-07-16,278.03926975609926,-0.33419241515059334,0.84137106,-8.227231979370117,56.49106216430664,12.07767105102539
20.295618,1979-07-17,277.92708868785223,-0.5264092678763234,0.6527561,-8.639424324035645,56.49106216430664,12.293255805969238
19.881739,1979-07-18,277.70409797573393,-0.44063533923422205,0.7422284,-9.087596893310547,59.29806137084961,12.690040588378906
16.508905,1979-07-19,278.14182908999874,-0.4854777423140661,1.3603355,-9.528566360473633,58.5963134765625,11.566139221191406
17.12057,1979-07-20,278.6162846311402,-0.4132814554257313,0.3554483,-9.694801330566406,52.280555725097656,9.781813621520996
17.106348,1979-07-21,278.6601801254236,-0.33114115681508566,-0.3472879,-10.177165985107422,53.68406295776367,10.353156089782715
17.368647,1979-07-22,278.740745508702,-0.608771392093389,-0.28983718,-9.922353744506836,54.385807037353516,8.342691421508789
17.577662,1979-07-23,278.60359043304265,-0.5398462255673088,-0.25695753,-10.217716217041016,54.385807037353516,6.260566234588623
18.27804,1979-07-24,278.6997743909781,-0.42733774068361924,-0.772518,-10.797894477844238,55.08755874633789,4.6780548095703125
19.330927,1979-07-25,278.526861368752,-0.11766517466055675,-1.6380668,-11.0929536819458,40.35078048706055,5.472700595855713
22.66128,1979-07-26,278.0933456567855,-0.11826956032232454,-1.5571029,-11.54854965209961,43.85954666137695,5.980658054351807
24.889307,1979-07-27,277.6788303825598,-0.12472625943608542,-1.2164785,-11.588787078857422,46.66654968261719,6.85853385925293
21.569971,1979-07-28,277.35988560899983,0.06962225242526628,-0.3551386,-12.111824035644531,48.07005310058594,10.203126907348633
18.490412,1979-07-29,277.3494076758203,0.12978433847032858,0.39093563,-12.212532043457031,48.07005310058594,13.452385902404785
18.271967,1979-07-30,277.5967406280528,0.09105507489532892,0.47045118,-12.433499336242676,48.77180480957031,13.462230682373047
18.290613,1979-07-31,277.64468027997935,0.1736323189585847,0.032928437,-12.920178413391113,45.26304626464844,13.139448165893555
18.960657,1979-08-01,277.5274444844736,0.30786202026405063,-0.029869974,-12.63612174987793,44.5612907409668,10.861157417297363
17.998682,1979-08-02,277.64797003129377,0.21439090611366576,-0.26277205,-12.866880416870117,41.05253601074219,7.970886707305908
17.531885,1979-08-03,277.59438126159915,0.4094355898350135,-0.36698434,-13.078644752502441,53.68406295776367,9.026202201843262
18.39535,1979-08-04,277.43732655023257,0.47194647976022747,-0.42275575,-12.833645820617676,51.57880401611328,13.283979415893555
18.481531,1979-08-05,277.2414039895109,0.27878481988059794,-0.3628991,-12.217277526855469,50.1753044128418,12.09487533569336
19.936548,1979-08-06,277.0594324736315,0.48598205755756385,-0.025602892,-11.95415210723877,45.26304626464844,11.26785659790039
18.223352,1979-08-07,276.80524212886627,0.4414795571679998,0.75360227,-11.99832534790039,47.36830139160156,11.878412246704102
17.58993,1979-08-08,276.760837758137,0.27360321847654157,1.1419075,-11.881425857543945,49.47355270385742,12.635926246643066
17.770502,1979-08-09,277.00621956076196,0.0450508619128997,0.72367364,-11.522899627685547,49.47355270385742,14.135248184204102
17.69668,1979-08-10,276.81674799688807,0.16090925637735992,0.43159887,-11.247581481933594,49.47355270385742,13.555899620056152
19.911219,1979-08-11,276.79831294006044,-0.05195512139945097,0.37146014,-11.714280128479004,48.77180480957031,11.688750267028809
19.589045,1979-08-12,276.78144047064075,-0.12699727067969122,1.1268842,-11.71595573425293,54.385807037353516,11.836225509643555
18.890131,1979-08-13,276.88820940250986,0.01851149975935966,1.2370901,-11.866276741027832,55.789310455322266,12.254873275756836
18.246271,1979-08-14,276.76687558147086,-0.1895777107801682,1.0001372,-12.191774368286133,49.47355270385742,14.774179458618164
17.465265,1979-08-15,276.679628961312,-0.37219212715148947,1.4004669,-12.314299583435059,49.47355270385742,17.290979385375977
17.25564,1979-08-16,276.6903081891015,-0.19833028088294125,1.5949879,-12.326149940490723,49.47355270385742,16.924802780151367
16.707178,1979-08-17,276.32681357102456,-0.39113493749711054,0.92703724,-12.085489273071289,49.47355270385742,12.696181297302246
17.541407,1979-08-18,275.85183277927706,-0.582914330486681,0.69799435,-12.347644805908203,51.57880401611328,8.549545288085938
17.63711,1979-08-19,276.0385138352566,-0.6868178425564254,0.4887202,-12.208028793334961,52.280555725097656,8.825285911560059
